 #written on  7Aug2021 at 22:47:11 
 #---------------------------------------------------- MONTECARLO ----------------------------------------------------#
 #  Temp    Shell   Atom1   Type1   Atom2   Type2   <\sum_{ij} Si.Sj/N>   <\sum_{ij}|Si.Sj|/N>   <|\sum_{ij}Si.Sj|/N> #
 #--------------------------------------------------------------------------------------------------------------------#
  27.0476     7      Mn       1      Mn       1         0.209677400           0.536326253             0.375795883
  28.0952     1      Mn       1      Mn       1        -0.827363146           0.828050550             0.827363146
  28.0952     2      Mn       1      Mn       1         0.126830471           0.534806597             0.384606783
  28.0952     3      Mn       1      Mn       1         0.743670186           0.748208955             0.743670186
  28.0952     4      Mn       1      Mn       1        -0.139719963           0.537299811             0.389476859
  28.0952     5      Mn       1      Mn       1        -0.724649344           0.731387642             0.724649344
  28.0952     6      Mn       1      Mn       1         0.147684909           0.538691211             0.392435268
  28.0952     7      Mn       1      Mn       1        -0.153334956           0.539845201             0.394606301
  29.1429     1      Mn       1      Mn       1        -0.820488105           0.821401507             0.820488105
  29.1429     2      Mn       1      Mn       1        -0.265058951           0.538216400             0.373173689
  29.1429     3      Mn       1      Mn       1         0.733623684           0.739266381             0.733623684
  29.1429     4      Mn       1      Mn       1         0.251563425           0.533243196             0.365403470
  29.1429     5      Mn       1      Mn       1        -0.713891299           0.722143941             0.713891299
  29.1429     6      Mn       1      Mn       1        -0.243191482           0.530613124             0.360534751
  29.1429     7      Mn       1      Mn       1         0.237293338           0.528631926             0.357195210
  30.1905     1      Mn       1      Mn       1        -0.813513225           0.814694466             0.813513225
  30.1905     2      Mn       1      Mn       1         0.066004871           0.523850622             0.339883772
  30.1905     3      Mn       1      Mn       1         0.723442930           0.730351361             0.723442930
  30.1905     4      Mn       1      Mn       1        -0.079883546           0.525293996             0.344237545
  30.1905     5      Mn       1      Mn       1        -0.703018598           0.712977767             0.703018598
  30.1905     6      Mn       1      Mn       1         0.088407985           0.526094310             0.346867642
  30.1905     7      Mn       1      Mn       1        -0.094475294           0.526811799             0.348819328
  31.2381     1      Mn       1      Mn       1        -0.806353673           0.807880123             0.806353673
  31.2381     2      Mn       1      Mn       1        -0.085033658           0.521543693             0.316351139
  31.2381     3      Mn       1      Mn       1         0.712920486           0.721354849             0.712920486
  31.2381     4      Mn       1      Mn       1         0.070623341           0.519930426             0.313479780
  31.2381     5      Mn       1      Mn       1        -0.691752919           0.703765087             0.691752919
  31.2381     6      Mn       1      Mn       1        -0.061808572           0.519163315             0.311708244
  31.2381     7      Mn       1      Mn       1         0.055537038           0.518633823             0.310561912
  32.2857     1      Mn       1      Mn       1        -0.799269054           0.801192778             0.799269054
  32.2857     2      Mn       1      Mn       1        -0.050688418           0.506076677             0.255798774
  32.2857     3      Mn       1      Mn       1         0.702646882           0.712754037             0.702646882
  32.2857     4      Mn       1      Mn       1         0.035986438           0.505194539             0.254559880
  32.2857     5      Mn       1      Mn       1        -0.680783580           0.695010613             0.680783580
  32.2857     6      Mn       1      Mn       1        -0.027123293           0.504834043             0.253845116
  32.2857     7      Mn       1      Mn       1         0.020727809           0.504597391             0.253437226
  33.3333     1      Mn       1      Mn       1        -0.792088595           0.794488013             0.792088595
  33.3333     2      Mn       1      Mn       1        -0.057823754           0.513325107             0.276009181
  33.3333     3      Mn       1      Mn       1         0.692093795           0.704120923             0.692093795
  33.3333     4      Mn       1      Mn       1         0.042429278           0.512215545             0.273883026
  33.3333     5      Mn       1      Mn       1        -0.669457837           0.686212262             0.669457837
  33.3333     6      Mn       1      Mn       1        -0.033144889           0.511693643             0.272640665
  33.3333     7      Mn       1      Mn       1         0.026469421           0.511360689             0.271900152
  34.3810     1      Mn       1      Mn       1        -0.784885156           0.787837335             0.784885156
  34.3810     2      Mn       1      Mn       1        -0.009775218           0.503736949             0.224863809
  34.3810     3      Mn       1      Mn       1         0.681609447           0.695770819             0.681609447
  34.3810     4      Mn       1      Mn       1        -0.005994315           0.503783079             0.225663911
  34.3810     5      Mn       1      Mn       1        -0.658255072           0.677782661             0.658255072
  34.3810     6      Mn       1      Mn       1         0.015414814           0.503905203             0.226292421
  34.3810     7      Mn       1      Mn       1        -0.022252331           0.504075461             0.226975339
  35.4286     1      Mn       1      Mn       1        -0.777650283           0.781242141             0.777650283
  35.4286     2      Mn       1      Mn       1        -0.089873883           0.512925415             0.257995601
  35.4286     3      Mn       1      Mn       1         0.671121467           0.687640808             0.671121467
  35.4286     4      Mn       1      Mn       1         0.073318353           0.511085879             0.254868766
  35.4286     5      Mn       1      Mn       1        -0.647078743           0.669638528             0.647078743
  35.4286     6      Mn       1      Mn       1        -0.063382448           0.510281117             0.253085864
