 #written on  7Aug2021 at 23:11:10 
 #---------------------------------------------------- MONTECARLO ----------------------------------------------------#
 #  Temp    Shell   Atom1   Type1   Atom2   Type2   <\sum_{ij} Si.Sj/N>   <\sum_{ij}|Si.Sj|/N>   <|\sum_{ij}Si.Sj|/N> #
 #--------------------------------------------------------------------------------------------------------------------#
  45.9048     7      Mn       1      Mn       1         0.040850781           0.500804322             0.107872674
  46.9524     1      Mn       1      Mn       1        -0.686122874           0.706845048             0.686122874
  46.9524     2      Mn       1      Mn       1        -0.086361335           0.503924340             0.114506107
  46.9524     3      Mn       1      Mn       1         0.534597322           0.603314480             0.534597322
  46.9524     4      Mn       1      Mn       1         0.061691334           0.501721663             0.102165000
  46.9524     5      Mn       1      Mn       1        -0.500004232           0.587042502             0.500004232
  46.9524     6      Mn       1      Mn       1        -0.046762169           0.501027406             0.096028267
  46.9524     7      Mn       1      Mn       1         0.036034014           0.500548741             0.092669302
  48.0000     1      Mn       1      Mn       1        -0.676547595           0.700081008             0.676547595
  48.0000     2      Mn       1      Mn       1        -0.086710475           0.503793352             0.107042574
  48.0000     3      Mn       1      Mn       1         0.520025263           0.596498464             0.520025263
  48.0000     4      Mn       1      Mn       1         0.061055320           0.501555219             0.092636802
  48.0000     5      Mn       1      Mn       1        -0.484216692           0.580614970             0.484216692
  48.0000     6      Mn       1      Mn       1        -0.045434987           0.500860903             0.085482193
  48.0000     7      Mn       1      Mn       1         0.034244214           0.500397343             0.081625502
  49.0476     1      Mn       1      Mn       1        -0.666814716           0.693396377             0.666814716
  49.0476     2      Mn       1      Mn       1        -0.091610104           0.504003683             0.104606481
  49.0476     3      Mn       1      Mn       1         0.505239774           0.589932262             0.505239774
  49.0476     4      Mn       1      Mn       1         0.064956697           0.501575834             0.087124152
  49.0476     5      Mn       1      Mn       1        -0.468215831           0.574472079             0.468215831
  49.0476     6      Mn       1      Mn       1        -0.048668173           0.500826217             0.078199477
  49.0476     7      Mn       1      Mn       1         0.037036072           0.500318414             0.073266160
  50.0952     1      Mn       1      Mn       1        -0.657029322           0.686846638             0.657029322
  50.0952     2      Mn       1      Mn       1        -0.090820396           0.503816292             0.099496967
  50.0952     3      Mn       1      Mn       1         0.490444532           0.583691567             0.490444532
  50.0952     4      Mn       1      Mn       1         0.063170824           0.501367046             0.079814182
  50.0952     5      Mn       1      Mn       1        -0.452248017           0.568691197             0.452248017
  50.0952     6      Mn       1      Mn       1        -0.046222752           0.500646147             0.069759669
  50.0952     7      Mn       1      Mn       1         0.034153927           0.500171358             0.064279495
  51.1429     1      Mn       1      Mn       1        -0.647406854           0.680565045             0.647406854
  51.1429     2      Mn       1      Mn       1        -0.093529785           0.503956838             0.098888294
  51.1429     3      Mn       1      Mn       1         0.476091080           0.577930187             0.476091080
  51.1429     4      Mn       1      Mn       1         0.064913092           0.501380752             0.076664156
  51.1429     5      Mn       1      Mn       1        -0.436845009           0.563419887             0.436845009
  51.1429     6      Mn       1      Mn       1        -0.047363592           0.500643604             0.065126260
  51.1429     7      Mn       1      Mn       1         0.034875108           0.500150174             0.058748378
  52.1905     1      Mn       1      Mn       1        -0.637756867           0.674428373             0.637756867
  52.1905     2      Mn       1      Mn       1        -0.093752465           0.503867786             0.097242045
  52.1905     3      Mn       1      Mn       1         0.461774040           0.572468426             0.461774040
  52.1905     4      Mn       1      Mn       1         0.064145127           0.501251196             0.073005132
  52.1905     5      Mn       1      Mn       1        -0.421510987           0.558475188             0.421510987
  52.1905     6      Mn       1      Mn       1        -0.045984725           0.500519675             0.060365299
  52.1905     7      Mn       1      Mn       1         0.033073281           0.500044720             0.053434819
  53.2381     1      Mn       1      Mn       1        -0.628272388           0.668547788             0.628272388
  53.2381     2      Mn       1      Mn       1        -0.093204507           0.503752498             0.095474374
  53.2381     3      Mn       1      Mn       1         0.447869961           0.567420973             0.447869961
  53.2381     4      Mn       1      Mn       1         0.062656744           0.501124504             0.069426670
  53.2381     5      Mn       1      Mn       1        -0.406707759           0.553949139             0.406707759
  53.2381     6      Mn       1      Mn       1        -0.043943162           0.500419321             0.055827486
  53.2381     7      Mn       1      Mn       1         0.030635537           0.499963326             0.048447435
