 Created on 26Nov2019 at 12:05:41 
     4     4     4
    64     2
   20.000000
   -0.888672   -0.154755   -0.431639
   -0.508942   -0.846408   -0.156755
   -0.267793   -0.520556   -0.810746
   -0.540910   -0.807438   -0.235501
   -0.394741   -0.900848   -0.180699
   -0.673170   -0.294889   -0.678147
   -0.162732   -0.262361   -0.951149
   -0.769964   -0.292633   -0.567029
   -0.198935   -0.690174   -0.695762
   -0.687421    0.253833   -0.680456
   -0.622902    0.062443   -0.779804
   -0.461922   -0.012120   -0.886838
    0.028640   -0.489155   -0.871727
   -0.595278   -0.661296   -0.456433
   -0.869040    0.294455   -0.397574
   -0.625348    0.229858   -0.745725
   -0.295390   -0.352127   -0.888117
   -0.649417   -0.687922   -0.324070
    0.068351   -0.724818   -0.685541
   -0.062305   -0.404161   -0.912563
   -0.301569   -0.679359   -0.668975
   -0.754051   -0.214040   -0.620962
   -0.331908   -0.563839   -0.756256
   -0.184265   -0.375112   -0.908481
   -0.694818   -0.498191   -0.518684
   -0.646486    0.475504   -0.596617
   -0.751909   -0.564566   -0.340437
   -0.535425   -0.187590   -0.823487
   -0.413917   -0.543481   -0.730275
   -0.322352   -0.405863   -0.855198
   -0.652436   -0.432608   -0.622237
   -0.524884    0.287654   -0.801094
   -0.087726   -0.752906   -0.652255
   -0.721783   -0.426699   -0.544938
    0.064179   -0.130814   -0.989327
    0.382147   -0.167633   -0.908770
   -0.164333   -0.528926   -0.832605
   -0.093498   -0.802346   -0.589491
   -0.366709   -0.864419   -0.343954
   -0.120953   -0.464666   -0.877186
   -0.044919   -0.764502   -0.643055
   -0.398693   -0.476358   -0.783662
   -0.625842   -0.551954   -0.551062
   -0.115872   -0.769086   -0.628554
   -0.258114   -0.965904    0.020143
   -0.433035   -0.620588   -0.653722
   -0.569917   -0.041721   -0.820642
    0.281502   -0.342302   -0.896430
   -0.813092   -0.365558   -0.453044
   -0.645695   -0.610455   -0.458718
    0.094016   -0.365887   -0.925898
   -0.431211   -0.738719   -0.518026
    0.230330   -0.318585   -0.919484
   -0.290397   -0.759627   -0.581924
   -0.379176   -0.578110   -0.722505
   -0.113704   -0.642474   -0.757825
   -0.113657   -0.594390   -0.796104
   -0.833158   -0.257222   -0.489576
    0.103877   -0.132507   -0.985724
   -0.225243   -0.414680   -0.881650
   -0.065829   -0.889566   -0.452039
   -0.383934   -0.715737   -0.583365
   -0.391428   -0.480989   -0.784496
   -0.327640   -0.466644   -0.821520
   40.000000
    0.740167    0.495945   -0.454083
    0.975970   -0.124479   -0.178850
   -0.139785    0.779220    0.610964
   -0.087878    0.977092   -0.193828
   -0.294676    0.948300   -0.117869
    0.229211   -0.423580    0.876380
   -0.498122   -0.632297    0.593360
    0.108061    0.983050   -0.148109
    0.036578    0.912745    0.406889
    0.273263    0.863405    0.424098
   -0.042002    0.600453    0.798556
    0.185702    0.972531   -0.140352
    0.013684    0.717460   -0.696466
   -0.403786    0.638565    0.655127
   -0.046478    0.936546    0.347451
    0.841912    0.277043    0.463068
    0.379249    0.914746   -0.139322
    0.226776    0.928272    0.294760
   -0.159684    0.875312    0.456431
   -0.092009    0.978441   -0.184901
    0.103929    0.776222    0.621834
    0.502029    0.471115    0.725271
    0.477917    0.878111    0.022740
    0.555756    0.346523   -0.755683
    0.010781    0.997876   -0.064238
    0.572261    0.812216    0.113234
   -0.393843    0.909446   -0.133401
   -0.902025    0.425661   -0.071861
   -0.052540    0.972695   -0.226061
   -0.631361    0.767294   -0.112437
   -0.362713    0.894560    0.261156
   -0.405512    0.476899   -0.779825
    0.407353    0.674585    0.615629
    0.542513    0.832726    0.110664
    0.472640    0.874427    0.109493
   -0.282298    0.930892    0.231836
    0.428305    0.380935    0.819416
   -0.353601    0.776986    0.520825
    0.406559    0.903391   -0.136362
    0.076212    0.993802    0.080928
   -0.099743    0.955731    0.276820
   -0.450580    0.875817    0.172983
    0.105446    0.670346    0.734519
    0.174213    0.976122    0.129751
    0.196110    0.977562    0.076904
   -0.353568    0.885765    0.300681
   -0.031641    0.991684    0.124747
   -0.358005    0.902875   -0.238011
    0.079328    0.685022    0.724190
    0.574402   -0.814344   -0.083100
   -0.548300    0.617602    0.563856
    0.069073    0.944374    0.321539
    0.357898    0.905880    0.226475
    0.323295    0.502046    0.802141
    0.335148    0.715398    0.613092
   -0.070142    0.957203   -0.280790
   -0.327539    0.333215    0.884130
   -0.648673    0.635058    0.419434
   -0.248007    0.866199    0.433811
    0.160602    0.986932    0.013148
   -0.394102    0.589084    0.705453
   -0.292717    0.932126   -0.213210
   -0.440470    0.730941   -0.521260
    0.215555    0.761926    0.610742
